prediction	target	average probability	entropy	dist
챙 피 하 였 기	챙 피 하 셨 음	0.08775010958313942	0.5843889117240906	2
열 애 하 겠 습 니 다	열 애 하 시 겠 습 니 다	0.07355012084756579	0.45333972573280334	2
익 히 어	익 혀	0.1797489990790685	0.7882923483848572	3
거 부 하 시 는 데	거 부 하 셔 서	0.06455940182010332	0.6599446535110474	4
환 하 심	환 송 함	0.09795709004004796	0.8155520558357239	2
목 격 하 겠 어 요	목 <UNK> 하 시 겠 어 요	0.019011668364206948	0.7627249956130981	7
협 박 하 셨 다	협 박 하 셨 다	0.18270521879196167	0.3911588191986084	0
연 당 했 어 요	당 연 하 셨 어 요 - y e o n h a s y e o s s e o y o	0.099843730032444	0.6243656873703003	38
저 지 하 세 요	저 지 하 세 요	0.17149826169013976	0.4600466191768646	0
암 시 하 는 데	암 시 하 니	0.02899848073720932	0.928002119064331	3
붙 잡 으 세 요	붙 잡 히 세 요	0.19633900880813598	0.34912165999412537	1
확 고 하 셨 습 니 다	확 고 하 셨 습 니 다	0.14188272612435476	0.2871136963367462	0
가 산 하 는	가 산 하 는	0.14267971441149713	0.8121575713157654	0
날 라 요	<UNK> 아 요	0.06884495417277019	1.394832968711853	6
굶 주 하 시 는 데	주 차 하 셔 서	0.02489539384841919	0.9829599261283875	6
근 절 했 어 요	근 절 하 셨 어 요	0.07762195808812976	0.6453284025192261	3
건 축 했 어 요	건 축 했 어 요	0.19845829248428346	0.3356112837791443	0
이 동 하 겠 어 요	이 동 하 겠 어 요	0.16465246478716533	0.317735880613327	0
놓 두 셨 기	놓 아 두 셨 음	0.07563851475715637	0.8370185494422913	3
가 시 됐 어 요	가 셨 어 요	0.07335599511861801	0.6542044878005981	3
꼬 는 데	<UNK> 아	0.054630601406097413	1.1864174604415894	6
증 류 하 시 오	증 류 하 <UNK> 시 오	0.11280077397823333	0.5800706744194031	6
남 기 세 요	남 기 세 요	0.1900057315826416	0.5760236978530884	0
노 르 러	노 <UNK> 노 <UNK> 하 <UNK> 니 까	0.049272868875414134	0.7610484957695007	24
푸 하 겠 습 니 다	푸 짐 하 시 겠 습 니 다	0.08324188739061356	0.534763514995575	4
과 식 하 세 요	과 식 하 셔 요	0.19491288900375367	0.3537294566631317	1
발 음 하 세 요	발 음 하 셔 요	0.19286885499954223	0.36366164684295654	1
입 맞 학 하 지 만	입 학 해	0.032221833678583306	0.8617103695869446	7
어 떡 하 겠 어	어 떡 하 시 겠 어	0.17021367073059082	0.4484809339046478	2
비 끼 면	비 끼 시 면	0.0373231274386247	1.0166499614715576	2
청 구 하 시 라	청 구 하 여 라	0.06041185542941094	0.8213540315628052	1
검 질 기 셨 습 니 다	검 질 기 셨 습 니 다	0.14208953721182688	0.28418025374412537	0
헤 어	헤 어 졌 어	0.35055421143770216	0.5879279971122742	4
걱 정 되 시 는 데	걱 정 되 시 니 까	0.06602354583640893	0.7449711561203003	2
훑 습 니 다	훑 읍 시 다	0.11193095333874226	0.6813834309577942	2
꼬 는 데	아 까 우 니 까	0.03782858053843181	1.1908124685287476	7
반 대 해 요	반 대 하 자	0.058195709623396395	0.7906829714775085	2
는 데	<UNK> 시 기	0.07511193752288818	1.3515782356262207	8
미 꾸 시 고	꾸 미 시 고	0.12407874166965485	0.8692308068275452	2
의 거 하 셨 습 니 까	의 거 하 셨 습 니 까	0.07715700705136572	0.4309583008289337	0
못 셨 습 니 까	못 사 셨 습 니 까	0.04751693725585938	0.700653076171875	2
분 납 하 시 는 데	분 납 하 시 지 만	0.099399467309316	0.5650208592414856	2
반 해	반 해	0.2436630457639694	0.8405976295471191	0
헤 프 겠 어	헤 프 시 겠 어	0.13686520047485828	0.6411444544792175	2
청 소 하 였 기	청 소 하 셨 음	0.03529282107949257	0.8506300449371338	2
지 골 립 니 까	지 골 리 어 요	0.08234482713043689	0.6965731382369995	3
불 필 요 하 겠 다	불 필 요 하 겠 다	0.16569265921910603	0.30693066120147705	0
꼬 는 데	<UNK> 기 어 서	0.038204352060953774	1.2151589393615723	9
풀 겠 습 니 다	푸 시 겠 습 니 다	0.19501956462860107	0.3602656424045563	3
고 약 겠 다	고 <UNK> 겠 다	0.05307982563972473	1.0378615856170654	5
움 직 이 겠 어 요	움 직 이 시 겠 어 요	0.08935718027253946	0.4651949405670166	2
마 스 럽 시 는	마 스 시 는 데	0.042488798946142194	0.7966768741607666	3
찬 란 하 세 요	찬 란 하 셔 요	0.10750990152359009	0.6808866262435913	1
흡 연 해 요	<UNK> <UNK> 해 요	0.03885846734046936	1.1532174348831177	10
꼬 는 데	우 비 어 서	0.0364543875058492	1.0934374332427979	5
번 영 하 시 다	번 영 하 신 다	0.18974288940429687	0.3923136591911316	1
선 택 해	선 언 해	0.28532172441482545	0.5782777667045593	1
분 명 하 시 는 데	분 명 하 시 지 만	0.07553419694304467	0.6392713189125061	2
유 지 하 심	유 지 하 기	0.06966200955212117	0.8310131430625916	1
간 질 대 시 습 니 다	간 질 대 <UNK> 니 다	0.02528599202632904	0.7520583271980286	5
소 원 하 라	소 원 해 라	0.06710645202547312	0.7246589064598083	1
재 밌 을	재 빨 랐 습 니 다	0.03403259590268135	0.778124213218689	8
추 구 하 시 고	추 구 하 시 고	0.1638446021080017	0.47951415181159973	0
등 송 하 지 만	등 송 해 서	0.10443550050258636	0.5920056104660034	4
실 망 시 라	실 망 시 키 어 라	0.09396526366472244	0.718504011631012	4
생 각 하 겠 습 니 다	생 각 하 시 겠 습 니 다	0.13408057008470808	0.32736214995384216	2
본	<UNK> 구 신	0.13423349857330322	1.371233344078064	9
취 소 하 셨 기	취 득 하 셨 기	0.02858750373125076	0.8550636172294617	1
마 련 하 세 요	마 련 하 셔 요	0.19213495016098023	0.3688861131668091	1
저 르 시 는 데	저 지 르 시 니 까	0.04988597273826599	0.8713001608848572	4
결 연 하 시 는 데	연 결 하 셔 - g y e o l h a s y e o	0.044175990670919416	0.7433483600616455	25
공 제 한	제 공 하 신	0.06886727213859559	0.9224169850349426	4
복 수 하 겠 어 요	복 수 하 시 겠 어 요	0.0939813901980718	0.4674094021320343	2
출 연 하 세 요	출 연 하 셔 요	0.17297863006591796	0.43633508682250977	1
따 오 래 요	땁 시 다	0.07486928552389145	0.7848080396652222	5
중 복 되 겠 습 니 다	중 복 되 시 겠 습 니 다	0.13013973236083984	0.33494824171066284	2
탄 원 하 세 요	탄 원 하 세 요	0.19059480905532836	0.37742647528648376	0
자 취 하 시 고	자 취 하 시 려 고	0.16495147347450256	0.46298840641975403	2
평 정 한	평 정 하 는	0.3093979239463806	0.4721066951751709	3
강 탈 되 시 라	강 탈 돼 라	0.08402307689189911	0.7249544262886047	3
지 니 까	지 니 셔 요	0.18008158604303995	0.762782633304596	3
참 가 하 겠 어 요	참 가 하 겠 어 요	0.11147905985514323	0.4942624568939209	0
가 련 해 요	가 련 해 요	0.18875305205583573	0.4755990505218506	0
기 증 하 실	기 증 하 실	0.0852325264364481	0.7601464986801147	0
해 제 끼 라	해 제 끼 어 라	0.10691104717552662	0.6481223702430725	2
시 장 하 시 는	시 장 하 신	0.11759954750537872	0.6930102109909058	3
는 데	<UNK> 으 셔 서	0.06458600163459778	1.1462024450302124	10
번 트 하 시 다	번 트 하 신 다	0.1992235851287842	0.32917696237564087	1
발 전 하 세 요	발 전 하 셔 요	0.19399004220962524	0.35881227254867554	1
깨 우 셨 어 요	깨 우 셨 어 요 - u s y e o s s e o y o	0.08428041994571686	0.7577632665634155	24
공 개 되 시 는 데	공 개 되 시 니 까	0.10888910579184691	0.5166192650794983	2
좋 기 셔	<UNK> 기 시 겠 어	0.024160313606262206	1.2295364141464233	10
외 치 세 요	외 치 셔 요	0.23823876976966857	0.42387253046035767	1
지 나	지 나 가 라	0.1021314486861229	1.1165366172790527	4
본	<UNK> <UNK>	0.1455257773399353	1.4838430881500244	11
때 었 다	때 <UNK> 었 다	0.13668916622797647	1.0091725587844849	6
뒤 집 기	뒤 집 기	0.25339211026827496	0.6470531821250916	0
헤 프 었 어	헤 <UNK> 어	0.06602181345224381	0.9658312201499939	5
뛰 어	<UNK> 쳐	0.05135437846183777	1.6859830617904663	6
다 루 셨 기	치 루 셨 음	0.1542683072388172	0.7030100226402283	2
차 려 요	차 리 자	0.23656971553961437	0.6708599328994751	2
중 존 하 시 라	존 중 해 라	0.0644597325194627	0.7241477966308594	4
마 련 하 는 데	마 련 하 니 까	0.13560113787651062	0.5036247372627258	2
긴 장 돼 요	긴 장 되 자	0.07416150122880935	0.8309690952301025	2
습 니 까	<UNK> 으 셨 습 니 까	0.023898492256800335	0.9191312193870544	10
흡 수 해	<UNK> 수 해	0.04516317844390869	1.426446795463562	5
지 배 하 셨 어 요	지 배 하 셨 어 요	0.1386902391910553	0.42814671993255615	0
가 래	가 <UNK> 어	0.17124119475483895	0.9190149307250977	7
명 명 해 요	명 명 해 요	0.1397308588027954	0.69297194480896	0
여 전 하 시 고	여 전 하 시 고	0.13680989399552346	0.502993643283844	0
어 석 리 시 느 냐	어 리 석 으 시 냐	0.11716749916474024	0.5187329649925232	4
익 사 하 셔	익 사 하 셔	0.24450493156909942	0.3828480839729309	0
안 절 해 요	안 절 부 절 못 하 세 요	0.11563418470323086	0.6807059645652771	9
가 늘 세 요	가 려 우 세 요	0.03339889347553253	1.0026942491531372	3
거 스 르 겠 어	거 스 르 시 겠 어	0.16870733737945556	0.46068182587623596	2
사 나 워 요	사 <UNK> 요	0.14776738695800304	0.7831531167030334	5
무 서 워 하 셔	무 서 워 하 셔	0.18551825523376464	0.4028171896934509	0
저 었 어 요	저 었 어 요 - e o s s e o y o	0.13305919752456247	0.5122575163841248	18
한 다	한 가 했 다 - g a h a e t d a	0.43654465973377227	0.530046820640564	22
연 달 셔	연 다 셔	0.2002035265167554	0.8415754437446594	1
암 기 하 셨 습 니 다	암 기 하 <UNK> 니 다	0.05876684444291251	0.5847310423851013	5
풋 풋 하 시 면	풋 풋 하 시 면	0.05541021227836609	0.753218948841095	0
기 리 세 요	기 다 리 세 요	0.15169383063912392	0.6331235766410828	2
습 니 다	<UNK> 으 셨 다	0.040360728899637856	1.1944180727005005	8
빼 놓 으 시 겠 어 요	빼 놓 으 시 겠 어 요	0.06698621426309859	0.49408814311027527	0
뒤 쫓 으 시 는 데	뒤 쫓 으 셔	0.08066956146309773	0.6281084418296814	5
엉 큼 하 셨 어 요	엉 큼 하 셨 어 요	0.13127039472262064	0.4413474500179291	0
차 려 야	차 지 하 셔 야	0.030485453208287557	0.884694516658783	5
통 용 하 시 는	적 용 하 셔 서	0.020121514797210693	0.8962600827217102	3
와	<UNK> 아	0.06701006889343261	1.9695117473602295	7
허 었 어 요	허 물 었 어 요	0.2313363790512085	0.44534868001937866	2
번 트 해 요	번 트 해 요	0.22600328922271729	0.41929158568382263	0
도 주 시 는 데	도 와 주 시 지 만	0.1170555067062378	0.6464658975601196	4
지 으 시 오	다 지 <UNK> 시 오	0.14511445797979833	0.7331241369247437	7
서 약 하 라	서 약 해 라	0.05588599964976311	0.8592580556869507	1
와	오 <UNK> 되 는	0.18672621250152588	2.1434545516967773	11
슬 기 로 워 요	슬 기 로 웠 어 요	0.18169132471084595	0.39976799488067627	3
열 없 시 는 데	열 없 으 시 니	0.046177294254302975	0.947187602519989	3
지 명 하 지 만	지 명 해 서	0.039807103872299195	0.9003586173057556	4
꼬 는 데	<UNK> 꾸 시 더 니	0.08412393530209859	1.05402672290802	11
젓 가 락 질 했 어	젓 가 락 질 했 어	0.15968936880429585	0.3482150137424469	0
말 라 빠 지 셨 습 니 다	말 라 빠 지 셨 습 니 다	0.12449661046266555	0.2648701071739197	0
소 축 하 세 요	축 소 하 세 요	0.12462982654571533	0.5048112869262695	2
진 행 하 시 오	행 진 하 <UNK> 시 오	0.04955909252166748	0.7601785063743591	8
접 하 면	접 하 셔 야	0.039905333518981935	0.9752947688102722	3
전 했 어	전 시 했 어	0.28367098172505695	0.5073742270469666	2
나 가 갔 어	<UNK> 나 갔 어	0.052322398871183395	1.234730839729309	6
공 개 되 셨 습 니 다	공 개 되 <UNK> 니 다	0.051533783546515874	0.6019666790962219	5
꼬 는 데	<UNK> 이 어 서	0.03106702764829	1.079824447631836	9
죄 송 하 겠 습 니 다	죄 송 하 시 겠 습 니 다	0.10888888325010027	0.38248932361602783	2
상 냥 하 겠 다	상 냥 하 겠 다	0.1849505066871643	0.40572071075439453	0
깨 뭅 하 셨 습 니 다	깨 <UNK> 하 셨 습 니 다	0.044262195059231346	0.5763184428215027	5
개 사 하 실	개 사 하 실	0.04829406079370528	0.8027811050415039	0
찌 그 러 지 어 야	찌 그 러 지 시 면	0.07074458102385203	0.627831757068634	2
듯 싶 시 다	듯 싶 으 신 다	0.24861455857753753	0.35805466771125793	3
분 별 하 겠 어 요	분 별 하 겠 어 요	0.16587769587834675	0.3063541650772095	0
저 주 셔	주 저 <UNK> 으 셔	0.15783926049868266	0.8966450691223145	9
커 다	커 지 자	0.08886482530506327	1.079762578010559	3
부 여 하 셨 습 니 다	부 여 하 <UNK> 니 다	0.06009384883301599	0.5848450660705566	5
들 키 어 야	들 키 셔 야	0.07935540787875653	0.8762086033821106	1
거 스 름 하 시 기	거 무 스 름 하 심	0.1286521275838216	0.44946178793907166	5
개 방 되 지 만	개 방 되 니 까	0.09431661486625671	0.7409566044807434	2
애 무 하 세 요	애 무 하 여 라	0.06792491212487221	0.6985636949539185	2
못 합 시 오	못 합 시 다	0.04830768071115017	0.8495414853096008	1
해 고 하 더 니	해 고 하 니 까	0.05639103889465332	0.993637204170227	2
끄 렸 어 요	끌 렸 어 요	0.10049235932528973	0.7075847387313843	1
전 지 습 니 다	전 해 지 <UNK> 니 다	0.05275307059288025	0.8317590355873108	7
맹 용 했 음	용 맹 하 기	0.19114709496498108	0.620388388633728	4
첨 아 하 시 면	아 첨 하 셔 야	0.03417080879211426	0.7605665326118469	4
미 끄 러 져 야	미 끄 러 지 셔 야	0.08157934784889222	0.5936567783355713	3
는 데	그 을 리 셔 서	0.0718856394290924	0.9080838561058044	8
나 무 라 겠 습 니 다	나 무 라 시 겠 습 니 다	0.034116486992154804	0.7057046890258789	2
움 틉 셨 습 니 까	움 트 셨 습 니 까	0.15893267591794333	0.34040242433547974	1
획 득 해	득 <UNK> 해	0.21351616183916727	0.916104793548584	6
나 누 이 시 는 데	나 누 이 시 니 - i s i n i	0.07684422805905342	0.6149582862854004	12
구 성 하 세 요	구 성 하 셔 요	0.18729866027832032	0.39222294092178345	1
밝 히	밝 히 는	0.4297004103660583	0.7298018336296082	2
떠 들 어 요	떠 들 어 요	0.10793869122862816	0.7446715235710144	0
줍 잖 세 요	주 우 세 요	0.20061274170875548	0.6277114748954773	2
뜻 한 데	탄 원 하 니	0.03235230247179667	1.0026417970657349	5
여 지 심	여 겨 지 기	0.08261117115616798	1.056970238685608	3
넘 시 는 데	넘 으 시 더 니	0.1089419737458229	0.8017818927764893	4
뿌 시 다	뿌 시 <UNK> 니 다	0.12408300042152405	0.7384776473045349	8
진 출 했 어	진 출 했 어	0.2082073509693146	0.522270917892456	0
기 만 하 셨 느 냐	치 기 만 만 하 셨 냐	0.1473858078320821	0.3980821967124939	5
수 영 하 실	수 영 하 실	0.08251699218526483	0.8861621618270874	0
저 었 습 니 까	지 저 귀 <UNK> 니 까	0.03992987990379333	0.765657901763916	8
쏟 시 다	쏟 으 신 다	0.21148869035144646	0.6991751790046692	3
맹 비 했	맹 비 난 하 신	0.05601827974120776	1.007328748703003	5
노 망 하 였 음	노 망 하 셨 기	0.1147131359577179	0.5828515887260437	2
웃 어 기	웃 어 넘 <UNK>	0.06263449837764104	1.2068699598312378	7
꼬 는 데	떫 어 서	0.05754208564758301	1.2282871007919312	3
는 데	<UNK> 드 셔 서	0.05833109021186829	1.0965464115142822	10
뜻 한 데	절 단 하 니 까	0.03777925968170166	1.110862374305725	7
급 여 요	급 여 되 어 요	0.1741579455633958	0.7261171340942383	4
떼 셨 기	떼 셨 기	0.13046466844777266	1.0438191890716553	0
비 볐 음	비 난 하 셨 기	0.040065860748291014	0.950050950050354	6
인	지 <UNK> 이 는	0.11135636568069458	1.826159954071045	11
주 리 어	주 려	0.3271657943725586	0.41011232137680054	3
꼬 기	<UNK> 하 기	0.03670641779899597	1.260337471961975	7
경 례 하 시 면	경 례 하 셔 야	0.03886294689029455	0.7761709690093994	2
여 여 셨 어 요	여 <UNK> 으 셨 어 요	0.05844764024019242	0.8235656023025513	7
압 도 하 시 라	압 도 해 라	0.05968189358711243	0.7148000001907349	3
고 약 하 시 는 데	고 <UNK> 하 시 더 니	0.01906394089261691	0.843721330165863	7
떨 었 습 니 까	<UNK> 떴 습 니 까	0.0388916802406311	0.8961842656135559	6
경 험 하 습 니 까	경 <UNK> 하 <UNK> 니 까	0.05173375407854716	0.6142817735671997	10
꼬 는 데	<UNK> 하 니 까	0.04303674300511678	1.045305609703064	9
죽 여 요	쳐 죽 이 어 요	0.09110875775416692	0.9138320088386536	5
미 집 되 실	밀 집 되 실	0.05028867088258267	0.9560259580612183	1
떠 지 어 요	<UNK> 져 요	0.025735640525817872	1.1360499858856201	6
활 용 하 시 다	활 용 하 신 다	0.19452926874160767	0.3585163950920105	1
올 라 가 세 요	올 라 가 셔 요	0.169642676115036	0.4437215328216553	1
메 오	<UNK> 시 다	0.07742801140993834	1.18067467212677	8
날 라 요	날 조 되 어 요	0.08225756883621216	0.9761689305305481	5
낳 아 야	설 우 셔 야	0.08340675830841064	1.2415294647216797	4
따 사 시 느 냐	따 사 로 우 시 냐	0.05178597211837768	0.6794669032096863	4
는 데	쩌 셔 서	0.06458812355995178	1.146186351776123	4
싶 시 는 데	트 셔 서	0.03628100156784057	0.967909038066864	5
날 라	날 아 오 셔	0.18763898611068724	1.0691804885864258	5
기 대 하 심	기 대 함	0.11848958805203438	0.646452784538269	3
택 해 야	택 하 시 면	0.06685347755750021	0.9549304246902466	4
유 효 한 데	유 효 하 시 니 까	0.053327619284391406	0.8870161771774292	6
포 획 합 니 까	포 획 합 니 까	0.08776130452752114	0.6209860444068909	0
유 명 하 셨 다	유 명 하 셨 다	0.18081352472305298	0.4126065671443939	0
열 없 심	열 없 으 심	0.07223811199267706	0.9466636180877686	2
건 너 세 요	건 너 셔 요	0.24068955779075624	0.40332311391830444	1
외 출 하 시 는 데	외 출 하 시 더 니	0.10884417916337649	0.5012686252593994	2
획 득 하 실	득 <UNK> 하 실	0.07506822943687438	0.9967700839042664	6
논 의 하 시 는 데	논 의 하 시 니	0.045063158869743346	0.635481595993042	3
지 르 시 는 데	지 르 시 지 만	0.152387353181839	0.5531137585639954	2
본	<UNK> 으 셨 음	0.09039456248283387	1.5285048484802246	11
뒹 굴 시 는 데	뒹 구 시 니	0.10152990579605102	0.7464137673377991	4
뜻 했 어 요	<UNK> 했 어 요	0.027686217427253725	1.038515329360962	5
꼬 는 데	<UNK> 지 르 셔	0.0388441522916158	0.9657699465751648	9
검 색 하 는 데	검 색 하 니 까	0.15923624277114867	0.4986140727996826	2
날 라 야	날 아 가 셔 야	0.046742043395837145	1.0066553354263306	5
헤 매 시 라	헤 매 어 라	0.06085560619831085	1.0097748041152954	1
갖 추 셨 습 니 까	갖 으 <UNK> 니 까	0.0536045640707016	0.811994731426239	6
읽 으 셨 습 니 다	읽 으 <UNK> 니 다	0.07439865494767825	0.6828948259353638	5
찌 푸 리 어 요	찌 푸 리 자	0.10633655620738863	0.6307063102722168	3
착 용 하 지 만	착 용 하 여 서	0.07359407901763916	0.8006910085678101	2
꼬 는 데	길 차 니 까	0.05753281513849894	1.1491715908050537	5
두 절 되 셨 습 니 까	두 절 되 <UNK> 니 까	0.03519003008093153	0.6579555869102478	5
경 계 해 야	경 계 함	0.08091959543526173	0.6864238977432251	3
뜻 한 데	뜻 하 여 서	0.12906008958816528	0.9887367486953735	4
찌 뿌 둥 하 시 는 데	찌 뿌 둥 하 셔	0.07460798706327165	0.5341259241104126	5
둘 치 세 요	<UNK> 치 셔 요	0.02076086848974228	1.12456476688385	6
격 려 되 어 요	격 려 됩 시 다	0.03675309211015701	0.8287290930747986	3
안 절 했 음	안 절 부 절 하 셨 음	0.13082095682621003	0.7214674353599548	7
활 발 하 는 데	활 발 하 니 까	0.025674586296081544	0.9237668514251709	2
뜻 해	<UNK> <UNK> 해	0.06299493908882141	1.5121707916259766	11
악 화 된 요	악 화 되 어 요	0.14325909987092017	0.6664872169494629	3
넘 기 세 요	넘 기 셔 요	0.11121033281087875	0.7051558494567871	1
익 히 심	<UNK> 익 으 시 면	0.09478501429160437	1.0375577211380005	10
저 분 했 습 니 다	지 저 분 했 습 니 다	0.08702947298685709	0.5300462245941162	2
구 리 셨 느 냐	구 리 셨 냐	0.185951783657074	0.40307873487472534	2
알 아 보 셔	알 아 보 셔	0.14387160427868367	0.8467816114425659	0
구 토 하 시 는 데	구 <UNK> 하 시 지 만	0.031242796778678895	0.8228587508201599	7
선 고 해	선 고 해	0.2582171857357025	0.598918080329895	0
어 두 지 셔	어 두 워 지 셔	0.07178068608045578	0.9143292307853699	2
넘 어 서 시 겠	넘 어 서 실	0.028959636203944684	1.1093026399612427	3
꼬 는 데	두 근 거 리 니 - g e o r i n i	0.02828981876373291	1.0045453310012817	23
줍 잖 습 니 까	줍 습 니 까	0.14870619297027587	0.6197257041931152	2
오 래 야	오 래 시 면	0.2632682727028926	0.5953320264816284	3
빼 들 어	빼	0.14821070432662964	1.0873496532440186	4
마 당 기	<UNK> 당 <UNK>	0.03702735503514608	1.385451316833496	10
통 치 하 시 는 데	통 치 하 셔	0.031331011652946474	0.873306393623352	5
대 치 하 시 기	대 치 하 셔 야	0.039837056398391725	0.746159017086029	2
높 였 습 니 까	높 았 습 니 까	0.1129846715927124	0.618911862373352	1
겁 박 하 시 는 데	겁 박 하 시 더 니	0.09532127802570661	0.5981791615486145	2
흰	할 <UNK> 는	0.29124476909637453	1.75223708152771	9
지 골 립 니 다	지 골 리 셔 요	0.1489366412162781	0.5259830951690674	3
기 이 습 니 까	기 입 니 까	0.08576669216156006	0.6458705067634583	3
꼬 는 데	내 <UNK> 서	0.04338786204655965	1.0907986164093018	7
중 요 시 됐 어 요 - y o s i h a s e y o	중 요 시 되 어 요 - y o s i d w a e y o	0.016486748877693625	0.31546714901924133	4
돌 보 라	돌 <UNK> 라	0.03682319472233454	1.0354613065719604	5
예 상 하 세 요	예 상 하 셔 요	0.1915972089767456	0.36987096071243286	1
떠 나 가 시 라	떠 나 가 거 라	0.12238330185413361	0.6404833197593689	1
찬 미 하 라	찬 미 하 여 라	0.08618262968957424	0.7577641010284424	2
기 다 랗 겠 어	기 다 라 시 겠 어	0.17853713512420655	0.43494299054145813	3
검 출 하 세 요	검 출 하 셔 요	0.186563720703125	0.3907487690448761	1
뒹 굴 었 는	뒹 구 신	0.06130493469536304	0.8535460829734802	4
위 험 하 심	위 험 하 시 기	0.20826053917407988	0.45568040013313293	3
미 행 하 겠 어	미 행 하 시 겠 어	0.1844884920120239	0.40485459566116333	2
저 주 하 였 기	저 주 하 기	0.0897103351354599	0.662140965461731	2
과 장 되 셨 어 요	과 장 되 셨 어 요	0.05807602951924006	0.6138545870780945	0
그 리 어	그 려	0.31878161430358887	0.465696781873703	3
구 별 되 심	구 별 <UNK>	0.12338455244898797	0.667211651802063	5
부 치 시 는 데	부 <UNK> 치 셔 서	0.06607145190238953	0.851580798625946	8
지 완 하 겠 어 요	지 <UNK> 하 겠 어 요	0.03586239616076151	0.7267273664474487	5
논 쟁 되 심	논 쟁 되 시 지 만	0.1262815646827221	0.571526825428009	5
연 락 하 시 는 데	연 락 하 시 니	0.037069504459699	0.7431265711784363	3
고 정 되 셨 는	고 정 되 신	0.058750753104686734	0.8541068434715271	3
중 요 하 시 기	중 요 하 심 - y o h a s i m	0.04098536318168044	0.38413897156715393	16
받 아 겠 습 니 다	받 아 쓰 시 겠 습 니 다	0.04275549252827962	0.6043544411659241	4
두 드 리 셨 습 니 다	두 드 리 <UNK> 니 다	0.0632485738822392	0.5873329639434814	5
방 대 하 겠 다	방 대 하 겠 다	0.10932627871632576	0.5683869123458862	0
굽 신 리 셨 습 니 까	굽 신 거 리 셨 습 니 까	0.05280264445713588	0.6112549901008606	2
급 하 면	급 하 셔 야	0.09213674090181788	0.8963868618011475	3
가 다 가 시 오	가 져 가 <UNK> 시 오	0.040535268783569334	0.9256969094276428	7
결 석 해	결 석 해	0.3058734099070231	0.5029529333114624	0
뜻 한 데	<UNK> <UNK> 하 시 니 까	0.023013985157012938	0.9014933705329895	17
꼬 는 데	일 천 하 여 서	0.03884250720342	1.0071079730987549	7
목 격 했 어 요	목 <UNK> 했 어 요	0.038070754408836366	0.8828103542327881	5
이 용 하 셨 다	이 용 하 셨 다	0.12937670350074768	0.5761101841926575	0
빼 을	빼 <UNK> 으 신	0.05705448389053345	1.045501947402954	9
자 위 한 다	자 위 하 자	0.08828868605196476	0.7924410700798035	2
접 수 하 시 는 데	접 수 하 시 는 데	0.10303801695505778	0.5458579659461975	0
훌 륭 한 데	능 가 하 니	0.029197344183921815	0.9699950814247131	4
꼈 라	끼 쳐 라	0.11420742943882942	1.2540841102600098	3
속 했 어 요	속 하 셨 어 요	0.11126131702912971	0.6396746039390564	3
가 지 셨 어 요	가 지 셨 어 요	0.06516097366809845	0.7549458742141724	0
기 다 랗 기	기 다 라 시 기	0.14708464369177818	0.6264247298240662	3
는 데	<UNK> 으 시 지 만	0.06252832412719726	1.2294673919677734	12
필 름 이 끊 기 시 다	필 름 이 끊 기 신 다	0.1418848991394043	0.2864059507846832	1
자 수 하 라	자 수 하 여 라	0.0734938770532608	0.7302221655845642	2
자 랑 하 심	자 랑 하 기	0.06699697598814965	0.9133302569389343	1
본	<UNK> <UNK>	0.145535671710968	1.4837837219238281	11
분 석 한	분 석 하 는	0.2595631579558055	0.5728470683097839	3
강 했 어	강 했 어	0.3174881815910339	0.43680697679519653	0
불 필 요 하 시 는 데	불 필 요 하 시 더 니	0.10383011272975377	0.4547484815120697	2
자 라 세 요	<UNK> 자 라 셔 요	0.17289045825600624	0.6901811361312866	7
과 장 되 지 만	과 장 돼	0.1895801281929016	0.37778571248054504	5
겹 정 했 다	정 겨 웠 다	0.12784428671002387	0.6955805420875549	3
애 련 하 겠 습 니 다	련 애 하 시 겠 습 니 다	0.13019031115940638	0.3358819782733917	4
배 회 하 시 다	배 <UNK> 하 신 다 - u n g h a s i n d a	0.05129594266414642	0.8722674250602722	28
안 심	안 으 시 더 니	0.09131625890731812	1.0514509677886963	7
뒤 따 랐 어 요	뒤 따 르 셔 요	0.1782636022567749	0.43887293338775635	2
힘 이 셨 습 니 까	쓰 이 셨 습 니 까 - i s y e o t s e u m n i k k a	0.08425702651341756	0.6128634810447693	33
그 늘 었 냐	그 늘 지 냐	0.06864379569888115	0.8796572685241699	1
들 려 고	들 <UNK> 으 시 는 데	0.06010265549023946	1.006090521812439	12
비 약 하 시 다	비 약 하 신 다	0.1948436188697815	0.35982564091682434	1
여 여	여 <UNK> 았 어	0.08038814514875411	1.1538937091827393	9
줄 시 다	<UNK> 안 으 신 다	0.03468104203542074	1.1748939752578735	10
붙 잡 았 어 요	붙 잡 <UNK> 어 요	0.06963083684444428	0.6373621821403503	5
지 적 하 셨 다	지 적 하 셨 다	0.1813289451599121	0.3925555944442749	0
잘 하 겠 어 요	잘 하 시 겠 어 요	0.09405449785292148	0.5549257397651672	2
배 우 시 는 데	배 우 시 는 데 - u s i n e u n d e	0.08003712326288223	0.7638606429100037	20
포 함 되 심	포 함 되 기	0.15739669576287268	0.6757473349571228	1
색 하 셔	색 <UNK> 하 <UNK> 니 까	0.03445105155309041	0.8020228743553162	15
빼 들 셨 다	빼 드 셨 다	0.16281194612383842	0.5794244408607483	1
